Src IP,Dst IP,Avg Flow Duration,Avg Forward Packets,Std Dev Flow Duration,Std Dev Forward Packets
192.168.20.43,52.46.131.169,869453.00,21.00,0.00,0.00
192.168.20.43,52.202.248.176,96916278.00,41.00,0.00,0.00
192.168.20.43,34.195.153.29,15741636.50,102.50,11900447.50,77.50
192.168.20.43,52.222.145.55,60513235.00,40.00,0.00,0.00
192.168.20.43,35.155.170.66,8648384.00,19.00,0.00,0.00
192.168.20.43,52.46.155.112,197806311.00,20.00,0.00,0.00
192.168.20.43,3.224.166.115,28018728.00,204.00,0.00,0.00
192.168.20.43,3.212.27.131,218022699.00,28.00,0.00,0.00
192.168.20.43,151.101.1.16,328903.00,179.00,0.00,0.00
192.168.20.43,34.237.106.83,96354344.00,40.00,0.00,0.00
192.168.20.43,3.82.111.231,658147619.00,84.00,0.00,0.00
192.168.20.43,52.46.137.106,389451.00,13.00,0.00,0.00
192.168.20.43,54.92.128.108,97056742.00,36.00,0.00,0.00
192.168.20.43,54.209.44.8,32022692.50,231.00,27859652.50,200.00
192.168.20.43,54.68.57.171,87772232.00,204.00,0.00,0.00
192.168.20.43,52.46.136.68,1500268.00,37.00,0.00,0.00
192.168.20.43,107.20.216.54,494756958.50,63.00,385420358.50,49.00
192.168.20.43,52.20.185.33,991179520.00,126.00,0.00,0.00
192.168.20.43,224.0.0.251,6015886497.50,247.50,5516443452.50,234.50
192.168.20.43,52.37.30.201,70063251.00,161.00,0.00,0.00
192.168.20.43,146.59.88.209,29647.00,1.00,0.00,0.00
192.168.20.43,18.164.55.40,72318203.50,47.50,70505621.50,35.50
192.168.20.43,52.94.217.61,488399.00,14.00,0.00,0.00
192.168.20.43,52.94.219.88,413265538.00,286.00,0.00,0.00
192.168.20.43,52.94.233.94,414233.00,12.00,0.00,0.00
192.168.20.43,3.227.250.251,8463371.00,20.00,0.00,0.00
192.168.20.43,34.232.93.236,4384576.00,25.00,0.00,0.00
192.168.20.43,54.85.101.161,97285495.00,46.00,0.00,0.00
192.168.20.43,54.161.46.108,96390404.00,40.00,0.00,0.00
192.168.20.43,3.226.196.104,39623315.00,917.50,13164075.00,714.50
192.168.20.43,52.84.174.45,1462442.00,6.00,0.00,0.00
192.168.20.43,52.46.128.39,1448735.00,20.00,0.00,0.00
192.168.20.43,3.237.53.195,13615941.50,101.00,10208677.50,89.00
192.168.20.43,54.208.221.42,1643657426.00,210.00,0.00,0.00
192.168.20.43,34.192.154.181,49022321.00,444.00,0.00,0.00
192.168.20.43,44.234.113.198,35360070.00,85.00,0.00,0.00
192.168.20.43,255.255.255.255,14437.00,72.00,0.00,0.00
192.168.20.43,54.161.84.13,80160938.00,1912.00,0.00,0.00
192.168.20.43,3.89.179.154,1217171057.00,154.00,0.00,0.00
192.168.20.43,54.239.26.255,377284.00,12.00,0.00,0.00
192.168.20.43,3.131.252.182,112304421.00,14.00,0.00,0.00
192.168.20.43,34.210.228.239,56412284.00,116.50,38962212.00,80.50
192.168.20.43,209.54.178.134,438191.00,11.00,0.00,0.00
192.168.20.43,176.32.101.46,65500888.50,16.00,3003185.50,1.00
192.168.20.43,54.75.207.158,738664.00,27.00,0.00,0.00
192.168.20.43,52.205.164.240,877315008.00,112.00,0.00,0.00
192.168.20.43,52.205.66.64,22441404.00,213.00,0.00,0.00
192.168.20.43,18.203.57.224,24312900510.00,4057.00,0.00,0.00
192.168.20.43,52.200.163.50,660361845.00,84.00,600200936.00,80.00
192.168.20.43,52.46.137.209,901828.00,24.00,0.00,0.00
192.168.20.43,3.224.249.36,96650707.00,36.00,0.00,0.00
192.168.20.43,52.94.218.244,296777557.00,39.00,0.00,0.00
192.168.20.43,209.54.179.93,81568430.00,10.00,0.00,0.00
192.168.20.43,18.232.172.63,767159912.00,98.00,0.00,0.00
192.168.20.43,52.201.117.32,193399893.00,83.00,0.00,0.00
192.168.20.43,52.202.2.34,37099475.00,21.00,0.00,0.00
192.168.20.43,35.174.77.103,551128304.00,70.00,0.00,0.00
192.168.20.43,52.1.172.87,20718609.00,187.00,0.00,0.00
192.168.20.43,52.204.152.47,16037654.00,118.00,0.00,0.00
192.168.20.43,52.95.124.103,740209.00,26.00,0.00,0.00
192.168.20.43,176.32.101.122,11576430.00,29.00,0.00,0.00
192.168.20.43,50.17.237.83,96660304.00,39.00,0.00,0.00
192.168.20.43,54.164.163.115,93993311.00,60.00,0.00,0.00
192.168.20.43,65.8.212.227,1092111.00,12.00,0.00,0.00
192.168.20.43,52.84.177.20,13321872.00,970.00,0.00,0.00
192.168.20.43,44.226.67.213,96003296.00,216.00,0.00,0.00
192.168.20.43,52.207.44.110,772506479.00,98.00,0.00,0.00
192.168.20.43,52.46.149.63,508866.00,12.00,0.00,0.00
192.168.20.43,52.46.149.60,356310.00,11.00,0.00,0.00
192.168.20.43,35.164.182.2,60747267.00,127.00,0.00,0.00
192.168.20.43,52.45.237.36,77695.00,1.00,0.00,0.00
192.168.20.43,18.210.245.179,96272714.00,49.00,0.00,0.00
192.168.20.43,54.226.11.35,14863582.00,59.00,0.00,0.00
192.168.20.43,34.202.146.90,193391997.00,84.00,0.00,0.00
192.168.20.43,54.242.128.35,25476999.00,37.00,0.00,0.00
192.168.20.43,34.236.6.206,76890.00,1.00,0.00,0.00
192.168.20.43,52.222.149.107,1414554.00,6.00,0.00,0.00
192.168.20.43,52.94.221.55,374625885.00,241.00,0.00,0.00
192.168.20.43,18.164.55.101,248414202.00,88.00,0.00,0.00
192.168.20.43,54.239.35.48,293774.00,11.00,0.00,0.00
192.168.20.43,54.159.111.180,71117848.00,1703.00,0.00,0.00
192.168.20.43,54.239.33.155,3957519.00,33.50,120289.00,5.50
192.168.20.43,3.212.205.83,31826754.00,260.00,0.00,0.00
192.168.20.43,35.174.51.236,19040042.00,68.00,0.00,0.00
192.168.20.43,52.45.18.59,21314476283.00,937.00,19492764838.00,857.00
52.222.174.52,192.168.20.48,163.00,2.00,0.00,0.00
18.140.188.91,192.168.20.48,376124.00,6.00,0.00,0.00
18.164.55.40,192.168.20.43,6861.50,1.00,5450.50,0.00
192.168.20.48,72.21.195.82,1802883.00,31.00,0.00,0.00
192.168.20.48,3.1.115.53,7250500.00,100.00,0.00,0.00
192.168.20.48,52.222.193.55,8409902.00,581.00,0.00,0.00
192.168.20.48,18.167.1.113,8684736.00,97.00,0.00,0.00
192.168.20.48,44.199.138.71,25106307.00,707.00,0.00,0.00
192.168.20.48,18.155.131.56,249595.00,18.00,0.00,0.00
192.168.20.48,52.119.198.106,976312.00,16.00,0.00,0.00
192.168.20.48,52.46.149.57,985542.00,17.00,0.00,0.00
192.168.20.48,13.248.200.177,136658.00,27.00,0.00,0.00
192.168.20.48,54.239.27.116,1399084.00,29.00,0.00,0.00
192.168.20.48,43.205.185.100,6699567.00,90.00,0.00,0.00
192.168.20.48,3.223.79.67,2682211.00,64.00,0.00,0.00
192.168.20.48,34.226.24.249,153962.00,2.00,0.00,0.00
192.168.20.48,8.8.8.8,218995.00,26.00,0.00,0.00
192.168.20.48,52.206.230.179,1347451.00,44.00,0.00,0.00
192.168.20.48,34.228.101.107,2223139.00,37.00,0.00,0.00
192.168.20.48,52.119.198.101,1970390.00,35.00,0.00,0.00
192.168.20.48,54.239.27.82,1766162.00,36.00,0.00,0.00
192.168.20.48,18.134.222.161,2307048.00,115.00,0.00,0.00
192.168.20.48,3.28.113.52,1671644.00,19.00,0.00,0.00
192.168.20.48,52.214.227.89,31878847946.00,2331.00,0.00,0.00
192.168.20.48,192.168.20.1,7640389.00,1360.00,0.00,0.00
192.168.20.48,52.46.133.19,2423599.00,41.00,0.00,0.00
192.168.20.48,54.166.21.152,7252243.50,201.00,6419992.50,182.00
192.168.20.48,54.203.166.245,2167899.00,40.00,0.00,0.00
192.168.20.48,239.255.255.250,2613.50,18.00,1131.50,15.00
192.168.20.48,44.207.137.197,1639429.00,39.00,0.00,0.00
192.168.20.48,13.249.33.203,778444.00,18.00,0.00,0.00
192.168.20.48,3.226.187.174,156721.00,5.00,0.00,0.00
192.168.20.48,15.197.228.53,879533.00,12.00,0.00,0.00
192.168.20.48,54.157.203.98,20863407.00,632.00,0.00,0.00
192.168.20.48,15.188.36.183,518477.00,107.00,0.00,0.00
192.168.20.48,34.206.100.209,2957327.00,84.00,0.00,0.00
192.168.20.48,3.227.117.250,1415669.00,27.00,0.00,0.00
192.168.20.48,43.201.125.242,7466560.00,74.00,0.00,0.00
192.168.20.48,18.216.180.71,1848283.00,40.00,0.00,0.00
192.168.20.48,16.16.59.238,2127900.00,111.00,0.00,0.00
192.168.20.48,34.252.33.62,532073.00,28.00,134430.00,6.00
192.168.20.48,35.167.225.196,1698720.00,18.00,0.00,0.00
192.168.20.48,54.85.159.116,513073.00,12.00,0.00,0.00
192.168.20.48,52.20.206.121,40366905.00,1245.00,0.00,0.00
192.168.20.48,18.156.17.11,728082.00,36.00,0.00,0.00
192.168.20.48,209.54.181.98,1693669.00,34.00,0.00,0.00
192.168.20.48,54.238.156.226,18545633.00,190.00,0.00,0.00
192.168.20.48,75.2.109.205,887533.00,17.00,0.00,0.00
192.168.20.48,34.237.111.59,44250378.50,1289.50,43042563.50,1269.50
192.168.20.48,52.94.241.146,899512.00,19.00,0.00,0.00
192.168.20.48,52.71.238.202,1316195.00,28.00,0.00,0.00
192.168.20.48,54.243.58.104,27432714.00,774.00,0.00,0.00
192.168.20.48,18.163.70.120,5023879.00,58.00,0.00,0.00
192.168.20.48,107.20.127.221,2407836.00,44.00,0.00,0.00
192.168.20.48,52.46.143.123,444774.00,14.00,0.00,0.00
192.168.20.48,54.215.58.112,4202368.00,58.00,0.00,0.00
192.168.20.48,3.233.109.178,157446.00,5.00,0.00,0.00
192.168.20.48,13.125.158.78,8227638.00,94.00,0.00,0.00
192.168.20.48,34.214.111.43,2637064.00,30.00,1106239.00,10.00
192.168.20.48,157.241.5.46,3204866.00,68.00,0.00,0.00
192.168.20.48,3.233.174.130,1259743.00,43.00,0.00,0.00
192.168.20.48,54.205.24.65,17781923.00,580.00,0.00,0.00
192.168.20.48,72.21.207.82,896497.00,15.00,0.00,0.00
192.168.20.48,209.54.178.164,1028201.00,12.00,0.00,0.00
192.168.20.48,209.54.178.166,1938838.00,33.00,0.00,0.00
192.168.20.48,44.198.224.47,45362930.00,1343.00,0.00,0.00
192.168.20.48,54.225.152.58,1871903.00,47.00,0.00,0.00
192.168.20.48,52.76.51.147,1549689.00,16.00,0.00,0.00
192.168.20.48,44.199.52.214,15643955.00,473.00,0.00,0.00
192.168.20.48,3.227.83.236,67514352.00,1986.00,0.00,0.00
192.168.20.48,52.78.15.113,1377153.00,18.00,0.00,0.00
192.168.20.48,18.206.129.39,40840005121.00,1896.00,0.00,0.00
192.168.20.48,52.44.87.149,1761100.00,38.00,0.00,0.00
192.168.20.48,3.76.1.196,886284.00,56.00,0.00,0.00
192.168.20.48,52.16.104.93,12203733711.00,941.00,11624069806.00,875.00
192.168.20.48,54.162.217.75,812907.00,20.00,0.00,0.00
192.168.20.48,52.222.145.55,224040.00,20.00,0.00,0.00
192.168.20.48,54.193.16.2,6397003.00,78.00,0.00,0.00
192.168.20.48,54.225.146.82,3116350.00,38.00,0.00,0.00
192.168.20.48,13.32.145.118,56555.00,11.00,0.00,0.00
192.168.20.48,54.146.45.201,1134243.00,12.00,0.00,0.00
192.168.20.48,3.6.255.210,2729497.00,40.00,0.00,0.00
192.168.20.48,75.2.104.77,1321603.00,14.00,0.00,0.00
192.168.20.48,54.207.10.176,5288745.00,76.00,0.00,0.00
192.168.20.48,54.92.128.108,2854254.00,43.00,0.00,0.00
192.168.20.48,54.161.26.204,1362174.00,44.00,0.00,0.00
192.168.20.48,34.202.104.124,393091.00,10.00,0.00,0.00
192.168.20.48,224.0.0.251,421164503.00,68.00,0.00,0.00
192.168.20.48,52.222.174.52,817861.00,14.00,0.00,0.00
192.168.20.48,18.140.188.91,3721390.50,47.00,1650593.50,30.00
192.168.20.48,34.195.175.66,8031532.00,199.00,0.00,0.00
192.168.20.48,34.231.63.97,2022040.00,45.00,0.00,0.00
192.168.20.48,15.236.150.135,1281952.00,143.00,0.00,0.00
192.168.20.48,34.250.50.152,928643.00,93.00,0.00,0.00
192.168.20.48,13.245.125.189,3976406.00,57.00,0.00,0.00
192.168.20.48,13.246.174.39,4306392.00,76.00,0.00,0.00
192.168.20.48,108.137.188.162,4867566.00,57.00,0.00,0.00
192.168.20.48,18.102.55.180,1367546.00,36.00,0.00,0.00
192.168.20.48,15.222.185.72,9193557.50,55.00,8792708.50,38.00
192.168.20.48,54.85.101.161,457776.00,22.00,0.00,0.00
192.168.20.48,3.112.156.31,9493914.00,97.00,0.00,0.00
192.168.20.48,54.161.46.108,2742180.00,83.00,0.00,0.00
192.168.20.48,3.227.34.105,2420724.00,42.00,0.00,0.00
192.168.20.48,52.46.128.39,3947167.00,68.00,0.00,0.00
192.168.20.48,52.46.131.209,823615.00,28.00,0.00,0.00
192.168.20.48,54.243.160.51,622741.00,7.00,0.00,0.00
192.168.20.48,104.199.65.124,36284296797.00,3722.50,33483920135.00,3420.50
192.168.20.48,13.54.168.82,7044949.00,52.00,0.00,0.00
192.168.20.48,54.158.105.246,1180828.00,42.00,0.00,0.00
192.168.20.48,255.255.255.255,24843.50,36.00,23162.50,30.00
192.168.20.48,52.119.198.2,464766.00,13.00,0.00,0.00
192.168.20.48,157.175.241.61,2123116.00,36.00,0.00,0.00
192.168.20.48,18.155.126.209,2338990.50,75.50,647152.50,36.50
192.168.20.48,15.184.245.166,1339601.00,41.00,0.00,0.00
192.168.20.48,16.163.233.23,4376351.50,46.00,1799456.50,29.00
192.168.20.48,35.164.36.47,4215029.00,39.00,0.00,0.00
192.168.20.48,18.214.180.6,19377570.00,609.00,16910002.00,537.00
192.168.20.48,35.178.87.88,310592.00,35.00,0.00,0.00
192.168.20.48,15.161.86.203,1501742.00,53.00,0.00,0.00
192.168.20.48,3.234.38.31,77502.00,1.00,0.00,0.00
192.168.20.48,54.232.199.45,2601032.00,41.00,0.00,0.00
192.168.20.48,3.224.249.36,1820084.00,44.00,0.00,0.00
192.168.20.48,35.183.173.98,9748787.00,208.00,0.00,0.00
192.168.20.48,43.205.35.127,6355419.00,94.00,0.00,0.00
192.168.20.48,52.201.117.32,2520372.00,52.00,0.00,0.00
192.168.20.48,52.202.2.34,25325157.00,742.00,0.00,0.00
192.168.20.48,3.105.75.37,15345740.00,145.00,0.00,0.00
192.168.20.48,23.22.232.191,1515782.50,39.50,1135321.50,22.50
192.168.20.48,13.37.191.91,107313.00,27.00,29342.00,9.00
192.168.20.48,52.46.133.103,442280.00,12.00,0.00,0.00
192.168.20.48,13.50.30.171,2085349.00,128.00,0.00,0.00
192.168.20.48,50.17.237.83,908391.00,21.00,0.00,0.00
192.168.20.48,54.164.163.115,46148016.00,1348.00,0.00,0.00
192.168.20.48,52.46.155.120,979294.00,17.00,0.00,0.00
192.168.20.48,52.84.177.20,60175265.00,1552.00,0.00,0.00
192.168.20.48,54.221.200.137,31515608.00,964.00,0.00,0.00
192.168.20.48,35.178.33.97,2433040.00,167.00,0.00,0.00
192.168.20.48,52.45.237.36,77719.00,1.00,0.00,0.00
192.168.20.48,52.46.157.6,673765.00,15.00,0.00,0.00
192.168.20.48,52.79.118.208,5695861.50,64.50,2894521.50,26.50
192.168.20.48,108.136.92.85,3547839.00,38.00,0.00,0.00
192.168.20.48,34.236.6.206,76905.00,1.00,0.00,0.00
192.168.20.48,54.242.128.35,7020464.00,113.00,0.00,0.00
216.58.213.67,192.168.20.42,1178.00,1.00,0.00,0.00
34.231.63.97,192.168.20.48,2217.00,2.00,0.00,0.00
15.236.150.135,192.168.20.48,145058.00,8.00,0.00,0.00
52.46.144.253,192.168.20.43,3010.00,3.00,0.00,0.00
108.137.181.26,192.168.20.48,245253.00,5.00,0.00,0.00
13.245.125.189,192.168.20.48,6574.00,5.00,0.00,0.00
108.137.188.162,192.168.20.48,894779.00,3.00,0.00,0.00
18.102.55.180,192.168.20.48,3317.00,2.00,0.00,0.00
52.94.233.94,192.168.20.43,1323.00,3.00,0.00,0.00
3.112.156.31,192.168.20.48,1342431.00,5.00,0.00,0.00
54.85.101.161,192.168.20.48,291485.00,2.00,0.00,0.00
3.227.34.105,192.168.20.48,58172.00,2.00,0.00,0.00
52.84.174.45,192.168.20.43,8113.00,1.00,0.00,0.00
52.94.232.195,192.168.20.43,12555.00,3.00,0.00,0.00
52.46.128.39,192.168.20.48,113529.00,3.00,0.00,0.00
18.102.88.160,192.168.20.48,10746.00,5.00,0.00,0.00
13.54.168.82,192.168.20.48,3416.00,3.00,0.00,0.00
54.158.105.246,192.168.20.48,11552.00,4.00,0.00,0.00
192.168.20.20,8.8.8.8,57613.00,4.00,22651.00,2.00
192.168.20.20,54.194.135.95,264548.00,11.00,0.00,0.00
192.168.20.20,52.215.192.18,19316261992.50,1055.50,16824371838.50,915.50
192.168.20.20,224.0.0.251,1661934.00,46.00,0.00,0.00
54.167.53.194,192.168.20.48,4666.00,2.00,0.00,0.00
54.239.26.255,192.168.20.43,1793.00,3.00,0.00,0.00
63.32.248.122,192.168.20.19,918.00,2.00,0.00,0.00
157.175.241.61,192.168.20.48,500357.00,3.00,0.00,0.00
18.155.126.209,192.168.20.48,9511.00,6.00,0.00,0.00
54.249.26.192,192.168.20.48,397620.00,3.00,0.00,0.00
142.250.179.74,192.168.20.42,1126.00,3.00,0.00,0.00
15.184.245.166,192.168.20.48,49020.00,2.00,0.00,0.00
16.163.233.23,192.168.20.48,528565.00,3.00,195561.00,2.00
199.232.58.248,192.168.20.42,320.00,6.00,0.00,0.00
18.214.180.6,192.168.20.48,835271.00,2.00,0.00,0.00
35.164.36.47,192.168.20.48,598821.00,2.00,0.00,0.00
35.178.87.88,192.168.20.48,152210.00,1.00,0.00,0.00
18.203.57.224,192.168.20.43,14911.00,11.00,0.00,0.00
18.203.57.224,192.168.20.48,22930.00,11.00,0.00,0.00
54.232.199.45,192.168.20.48,376380.00,2.00,0.00,0.00
52.46.137.209,192.168.20.43,1178.00,3.00,0.00,0.00
3.224.249.36,192.168.20.48,388027.00,2.00,0.00,0.00
35.183.173.98,192.168.20.48,794082.00,12.00,0.00,0.00
43.205.35.127,192.168.20.48,684977.00,6.00,0.00,0.00
52.201.117.32,192.168.20.48,5167.00,4.00,0.00,0.00
52.202.2.34,192.168.20.48,2224838.00,30.50,246814.00,0.50
3.105.75.37,192.168.20.48,1898543.00,8.00,0.00,0.00
18.164.49.183,192.168.20.43,11906.00,10.00,0.00,0.00
23.22.232.191,192.168.20.48,193305.00,2.50,191953.00,1.50
13.37.191.91,192.168.20.48,1970.00,1.00,0.00,0.00
52.46.133.103,192.168.20.48,184133.00,1.00,0.00,0.00
142.250.74.238,192.168.20.42,5421.00,3.00,0.00,0.00
3.140.228.75,192.168.20.48,800276.00,4.00,0.00,0.00
176.32.101.122,192.168.20.43,1277.00,1.00,0.00,0.00
50.17.237.83,192.168.20.48,1050.00,1.00,0.00,0.00
54.221.200.137,192.168.20.48,2031718.00,38.00,0.00,0.00
52.46.149.63,192.168.20.43,14460.00,2.00,0.00,0.00
8.6.0.1,8.0.6.4,79967924376.00,40665.00,0.00,0.00
52.79.118.208,192.168.20.48,648325.50,4.50,296048.50,2.50
54.242.128.35,192.168.20.48,552091.00,6.00,0.00,0.00
108.136.92.85,192.168.20.48,751692.00,2.00,0.00,0.00
52.222.149.107,192.168.20.43,9089.00,1.00,0.00,0.00
18.164.55.101,192.168.20.43,4116.00,1.00,0.00,0.00
54.159.111.180,192.168.20.43,83077.00,4.00,0.00,0.00
54.239.33.155,192.168.20.43,4551.00,2.00,0.00,0.00
